Player,Squad,Pos,Age,Gls,Ast,Min,MP,GS,xG,npxG,xAG,PrgC,PrgP,Yellow,Red,League,Country,Source,Source_URL
Jan-Niklas Beste,Freiburg,"FW,MF",26-355,0,1,823,10,10,1.5,1.5,1.7,14,17,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tom Bischof,Bayern Munich,"DF,MF",20-180,0,3,599,12,7,0.8,0.8,1.3,14,47,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Leonardo Bittencourt,Werder Bremen,MF,32-006,0,0,198,8,1,0.0,0.0,0.2,2,13,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ben Bobzien,Mainz 05,FW,22-240,0,0,9,1,0,0.0,0.0,0.0,2,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Sacha Boey,Bayern Munich,DF,25-103,0,0,463,9,5,0.3,0.3,0.2,6,22,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Victor Boniface,Werder Bremen,"FW,MF",25-002,0,2,333,11,2,1.1,1.1,0.7,12,13,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Badredine Bouanani,Stuttgart,"FW,MF",21-017,0,0,316,9,4,0.6,0.6,0.3,16,10,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Julian Brandt,Dortmund,"MF,FW",29-237,4,2,672,12,7,3.1,3.1,2.0,11,26,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nathaniel Brown,Eint Frankfurt,"DF,FW",22-192,1,3,"1,088",15,11,1.5,1.5,1.7,36,31,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marius Bülter,Köln,FW,32-271,3,3,740,13,9,2.5,2.5,2.5,18,23,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Livan Burcu,Union Berlin,"MF,DF",21-088,0,0,40,2,0,0.3,0.3,0.0,3,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jan Bürger,Wolfsburg,DF,18-290,0,0,55,3,0,0.0,0.0,0.1,1,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Wouter Burger,Hoffenheim,MF,24-312,3,4,"1,161",14,14,1.7,1.7,3.2,5,76,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonathan Burkardt,Eint Frankfurt,FW,25-167,8,0,680,10,8,6.4,5.6,0.2,5,10,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Oliver Burke,Union Berlin,"MF,FW",28-262,4,0,784,14,10,2.3,2.3,0.4,14,17,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marnon Busch,Heidenheim,"DF,MF",31-017,0,2,846,15,8,0.6,0.6,1.3,13,34,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Aurélio Buta,Eint Frankfurt,DF,28-318,0,0,144,4,1,0.0,0.0,0.0,6,3,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
William Bøving,Mainz 05,MF,22-299,0,1,183,4,2,0.0,0.0,0.3,4,3,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Anthony Caci,Mainz 05,"DF,MF",28-177,0,0,310,4,4,0.3,0.3,0.4,8,25,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Cole Campbell,Dortmund,FW,19-308,0,0,17,1,0,0.1,0.1,0.1,1,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Emre Can,Dortmund,DF,31-347,1,0,359,4,4,0.9,0.1,0.0,3,16,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nicolás Capaldo,Hamburger SV,"DF,MF",28-102,0,1,"1,009",13,12,0.2,0.2,0.3,13,44,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alessio Castro-Montes,Köln,"MF,DF",28-222,0,0,93,4,1,0.0,0.0,0.0,1,5,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Abdoulie Ceesay,St. Pauli,"FW,MF",21-354,0,0,193,10,0,0.4,0.4,0.0,1,1,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Václav Černý,Wolfsburg,FW,28-069,0,0,47,2,0,0.0,0.0,0.0,2,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Julian Chabot,Stuttgart,DF,27-316,0,0,997,12,11,0.5,0.5,0.1,11,62,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
El Chadaille Bitshiabu,RB Leipzig,DF,20-223,0,0,113,3,1,0.1,0.1,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Fares Chaïbi,Eint Frankfurt,MF,23-027,1,6,955,13,12,1.2,1.2,2.1,21,48,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Arthur Chaves,Hoffenheim,DF,24-330,0,0,240,4,2,0.0,0.0,0.1,2,4,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Chema,Stuttgart,MF,20-244,1,0,661,10,7,0.8,0.8,0.2,8,48,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Fabio Chiarodia,Gladbach,DF,20-203,0,0,278,5,4,0.0,0.0,0.0,1,18,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Carney Chukwuemeka,Dortmund,"MF,FW",22-066,1,0,483,12,5,0.6,0.6,0.4,12,22,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alexis Claude-Maurice,Augsburg,"MF,FW",27-202,0,0,729,12,9,1.2,1.2,0.4,24,29,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nnamdi Collins,Eint Frankfurt,DF,21-349,0,1,849,13,9,0.0,0.0,0.2,19,61,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Sirlord Conteh,Heidenheim,"FW,MF",29-169,1,1,260,5,2,1.3,1.3,0.6,4,4,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Danny da Costa,Mainz 05,DF,32-165,1,0,"1,229",15,13,0.6,0.6,0.6,11,64,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Vladimír Coufal,Hoffenheim,DF,33-125,1,4,"1,335",15,15,0.3,0.3,2.9,25,64,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Abdoul Coulibaly,Werder Bremen,DF,18-216,1,0,"1,130",14,13,0.5,0.5,0.2,7,28,5,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yan Couto,Dortmund,"DF,MF",23-205,1,2,668,10,8,0.6,0.6,2.7,28,20,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Patrice Čović,Werder Bremen,"MF,FW",18-183,0,0,223,9,2,0.7,0.7,0.5,7,10,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Montrell Culbreath,Leverkusen,MF,18-118,1,0,14,1,0,0.6,0.6,0.1,1,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Adam Daghim,Wolfsburg,FW,20-088,2,0,549,9,5,0.7,0.7,0.0,25,18,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Finn Dahmen,Augsburg,GK,27-273,0,0,"1,350",15,15,0.0,0.0,0.1,0,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Mahmoud Dahoud,Eint Frankfurt,MF,29-358,1,0,384,7,5,0.6,0.6,0.1,4,20,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
David Daiber,Bayern Munich,MF,18-349,0,0,19,1,0,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ameen Al-Dakhil,Stuttgart,DF,23-294,0,0,357,7,3,0.1,0.1,0.0,5,14,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Muhammed Damar,Hoffenheim,"FW,MF",21-260,0,0,227,8,2,0.8,0.8,0.4,1,13,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Bence Dárdai,Wolfsburg,MF,19-335,0,0,35,1,0,0.0,0.0,0.0,1,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Aiman Dardari,Augsburg,MF,20-279,0,0,34,3,0,0.1,0.1,0.0,0,1,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Alphonso Davies,Bayern Munich,DF,25-053,0,0,48,2,0,0.0,0.0,0.0,5,2,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ermedin Demirović,Stuttgart,FW,27-275,3,1,492,6,6,2.2,1.4,0.5,4,11,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Rav van den Berg,Köln,DF,21-171,0,0,500,6,5,0.0,0.0,0.0,1,15,0,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Luis Díaz,Bayern Munich,FW,28-346,8,6,"1,162",14,13,7.6,7.6,2.8,53,47,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kevin Diks,Gladbach,DF,29-080,2,0,"1,243",15,14,2.3,0.8,0.2,14,60,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Eren Dinkçi,Freiburg,"MF,FW",24-012,0,0,248,8,3,0.3,0.3,0.1,4,7,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yan Diomandé,RB Leipzig,FW,19-041,6,2,888,14,10,3.2,3.2,1.1,62,40,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ritsu Doan,Eint Frankfurt,"FW,MF",27-192,4,4,"1,228",15,15,2.4,2.4,3.1,24,55,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Danilho Doekhi,Union Berlin,DF,27-178,4,0,"1,350",15,15,2.5,2.5,0.5,5,34,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jean-Luc Dompé,Hamburger SV,"FW,MF",30-135,2,0,820,11,9,1.1,1.1,2.8,40,30,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Niklas Dorsch,Heidenheim,MF,27-344,0,0,899,14,11,0.4,0.4,0.5,8,46,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Adam Dźwigała,St. Pauli,DF,30-091,1,0,589,9,6,0.1,0.1,0.2,2,25,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Claudio Echeverri,Leverkusen,"MF,DF",19-357,0,0,134,6,1,0.1,0.1,0.1,4,11,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Maximilian Eggestein,Freiburg,MF,29-017,2,0,"1,350",15,15,2.3,2.3,1.0,11,57,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Daniel Elfadli,Hamburger SV,DF,28-263,0,0,830,11,9,0.1,0.1,0.3,8,25,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nico Elvedi,Gladbach,DF,29-086,0,0,"1,350",15,15,0.2,0.2,0.0,14,55,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yannik Engelhardt,Gladbach,MF,24-321,1,1,"1,060",13,12,0.8,0.8,0.4,10,34,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Christian Eriksen,Wolfsburg,"MF,FW",33-314,0,3,772,12,8,1.0,1.0,2.0,12,30,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Samuel Essende,Augsburg,FW,27-336,1,0,326,10,2,1.2,1.2,0.1,6,7,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Robin Fellhauer,Augsburg,"DF,MF",27-338,1,1,"1,207",15,13,0.9,0.9,1.1,18,34,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ezequiél Fernández,Leverkusen,MF,23-153,0,0,331,6,3,0.2,0.2,0.2,4,16,3,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Max Finkgräfe,RB Leipzig,DF,21-273,0,0,25,2,0,0.0,0.0,0.0,1,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kilian Fischer,Wolfsburg,DF,25-074,0,0,603,7,7,0.1,0.1,0.6,9,16,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Mark Flekken,Leverkusen,GK,32-195,0,0,"1,350",15,15,0.0,0.0,0.2,0,0,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonas Föhrenbach,Heidenheim,DF,29-333,1,1,"1,314",15,14,0.4,0.4,1.6,16,38,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Oscar Fraulo,Gladbach,"MF,DF",22-019,1,0,43,4,0,0.4,0.4,0.0,0,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marco Friedl,Werder Bremen,DF,27-284,1,0,"1,218",14,14,0.5,0.5,0.1,11,64,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marvin Friedrich,Gladbach,DF,30-012,0,0,127,4,1,0.0,0.0,0.0,1,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Chris Führich,Stuttgart,"FW,MF",27-350,2,2,434,14,4,0.6,0.6,0.7,21,29,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Joel Fujita,St. Pauli,MF,23-312,0,3,"1,330",15,15,0.5,0.5,2.2,22,83,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Aleix García,Leverkusen,MF,28-180,0,4,"1,231",15,14,0.9,0.9,2.2,18,110,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jusuf Gazibegović,Köln,DF,25-289,0,0,23,1,0,0.0,0.0,0.0,1,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Valentin Gendrey,Hoffenheim,"DF,MF",25-187,0,0,6,2,0,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yannick Gerhardt,Wolfsburg,MF,31-287,0,0,416,6,5,0.2,0.2,0.2,2,10,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ismaël Gharbi,Augsburg,MF,21-259,0,0,63,4,0,0.2,0.2,0.0,2,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Dimitris Giannoulis,Augsburg,"DF,MF",30-069,2,2,896,13,12,0.9,0.9,1.5,22,31,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Benedikt Gimber,Heidenheim,"DF,MF",28-309,0,0,588,10,8,0.0,0.0,0.1,2,14,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Matthias Ginter,Freiburg,DF,31-340,0,1,"1,350",15,15,1.0,1.0,1.0,8,81,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Robert Glatzel,Hamburger SV,"FW,MF",31-351,1,0,120,9,1,0.9,0.9,0.2,0,2,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Serge Gnabry,Bayern Munich,"MF,FW",30-164,4,5,649,12,8,2.9,2.9,2.6,16,33,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Giorgi Gocholeishvili,Hamburger SV,MF,24-314,0,1,664,12,8,0.6,0.6,0.4,18,10,2,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tidiam Gomis,RB Leipzig,FW,19-139,1,0,176,7,1,0.3,0.3,0.0,9,4,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Leon Goretzka,Bayern Munich,MF,30-322,0,0,861,14,12,0.6,0.6,1.2,20,81,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
